Probability of death for females by calendar year and by single year of age (ages 0 to 119).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1988,0.008895,0.000716,0.000439,0.000344,0.000276,0.000243,0.000221,0.000204,0.000187,0.000171,0.00016,0.000161,0.000184,0.000233,0.000299,0.000378,0.000451,0.000504,0.000527,0.000529,0.000526,0.000529,0.000538,0.000555,0.000579,0.000606,0.000632,0.000659,0.000686,0.000716,0.000749,0.000787,0.000832,0.000883,0.000942,0.00101,0.001087,0.001166,0.001245,0.00133,0.001427,0.001543,0.001681,0.001843,0.002032,0.002243,0.002478,0.002738,0.003024,0.003339,0.003688,0.00407,0.00448,0.004916,0.005385,0.005891,0.006445,0.007055,0.007728,0.008462,0.009281,0.010156,0.011034,0.011893,0.012775,0.013749,0.014869,0.016144,0.017599,0.01924,0.021122,0.023198,0.025382,0.027648,0.030083,0.032874,0.036092,0.039669,0.043632,0.048059,0.053071,0.058734,0.065055,0.072077,0.079859,0.088462,0.09794,0.108337,0.119684,0.132001,0.145299,0.159582,0.174846,0.191081,0.20827,0.225757,0.24336,0.260878,0.278094,0.294779,0.312466,0.331214,0.351087,0.372152,0.394481,0.41815,0.443239,0.469833,0.498023,0.527905,0.559579,0.593154,0.628743,0.666467,0.706455,0.748843,0.788914,0.828359,0.869777,0.913266
1989,0.008814,0.000726,0.000416,0.000329,0.000263,0.000238,0.000221,0.000207,0.000191,0.000174,0.000161,0.000159,0.000181,0.000232,0.000302,0.000384,0.00046,0.000513,0.000532,0.000527,0.000517,0.000514,0.000519,0.000535,0.00056,0.000588,0.000615,0.000646,0.000682,0.000722,0.000768,0.000818,0.000865,0.000907,0.000948,0.000994,0.001051,0.001121,0.001205,0.001305,0.001422,0.001551,0.001692,0.001841,0.002004,0.002187,0.002396,0.002638,0.002918,0.003233,0.003584,0.003964,0.004369,0.004799,0.005259,0.005758,0.006303,0.006898,0.007547,0.00825,0.009033,0.009876,0.010731,0.011584,0.012469,0.01345,0.014571,0.015833,0.01726,0.018861,0.020683,0.022699,0.024846,0.027106,0.029551,0.032338,0.035513,0.039006,0.042831,0.047068,0.051881,0.057313,0.063295,0.069846,0.077069,0.085091,0.094022,0.103942,0.114895,0.126896,0.139944,0.154027,0.169126,0.185216,0.202269,0.219594,0.236994,0.254254,0.271139,0.287408,0.304652,0.322931,0.342307,0.362846,0.384617,0.407694,0.432155,0.458084,0.485569,0.514704,0.545586,0.578321,0.61302,0.649802,0.684302,0.718517,0.754442,0.792165,0.831773,0.873361
1990,0.00815,0.000652,0.000379,0.000302,0.000248,0.000217,0.000197,0.000183,0.00017,0.000158,0.000151,0.000155,0.00018,0.000229,0.000294,0.00037,0.000441,0.000491,0.00051,0.000507,0.000498,0.000497,0.000503,0.00052,0.000547,0.000577,0.000605,0.000636,0.00067,0.000706,0.000746,0.00079,0.000837,0.000887,0.00094,0.001002,0.001072,0.001143,0.001212,0.001287,0.001371,0.001475,0.001604,0.001765,0.001955,0.002169,0.002403,0.002657,0.002928,0.003221,0.003546,0.003905,0.004289,0.004699,0.005141,0.005619,0.006145,0.006732,0.007389,0.00811,0.008912,0.009769,0.010635,0.011494,0.01238,0.013362,0.014477,0.01571,0.017076,0.018594,0.020318,0.022239,0.024308,0.026521,0.028937,0.031699,0.034834,0.038257,0.041974,0.046074,0.050723,0.055992,0.061849,0.068329,0.07551,0.083478,0.092311,0.102066,0.112783,0.124484,0.137179,0.150871,0.165555,0.18122,0.197849,0.214747,0.231724,0.248572,0.265065,0.280969,0.297827,0.315697,0.334639,0.354717,0.376,0.39856,0.422474,0.447822,0.474691,0.503173,0.533363,0.565365,0.599287,0.635244,0.673359,0.71376,0.75344,0.791112,0.830668,0.872201
1991,0.007836,0.00067,0.000422,0.000319,0.000237,0.000213,0.000198,0.000184,0.000169,0.000151,0.000137,0.000135,0.000156,0.000208,0.000281,0.000365,0.000442,0.000497,0.00052,0.000518,0.000512,0.000513,0.000517,0.000529,0.000547,0.000567,0.000587,0.000613,0.000648,0.000691,0.000738,0.000789,0.000842,0.000896,0.000953,0.001019,0.001093,0.001165,0.001233,0.001302,0.001378,0.001474,0.0016,0.001762,0.001956,0.002179,0.002418,0.002667,0.002921,0.003188,0.003479,0.003809,0.004187,0.004619,0.005104,0.005635,0.006202,0.0068,0.007424,0.008083,0.008812,0.009606,0.010431,0.01128,0.012179,0.013176,0.014299,0.015539,0.016911,0.018432,0.020155,0.022071,0.024123,0.026304,0.028674,0.031386,0.034464,0.037812,0.041432,0.04542,0.049936,0.055073,0.060824,0.067239,0.074377,0.082297,0.091053,0.10069,0.111245,0.122742,0.135203,0.148638,0.163054,0.178449,0.194814,0.211444,0.228153,0.244736,0.260972,0.27663,0.293228,0.310822,0.329471,0.349239,0.370193,0.392405,0.415949,0.440906,0.467361,0.495402,0.525126,0.556634,0.590032,0.625434,0.66296,0.697832,0.732724,0.76936,0.807828,0.848219
1992,0.00759,0.000616,0.000396,0.000268,0.000227,0.000198,0.00018,0.000166,0.000153,0.000141,0.000134,0.000138,0.000161,0.000208,0.00027,0.000344,0.000412,0.000461,0.000482,0.000483,0.000479,0.000482,0.000489,0.000506,0.000529,0.000554,0.00058,0.00061,0.000643,0.000681,0.000723,0.00077,0.000821,0.000879,0.000942,0.001013,0.001091,0.00117,0.001249,0.001331,0.001426,0.001535,0.001656,0.00179,0.00194,0.002109,0.002302,0.002525,0.002781,0.003071,0.003392,0.003744,0.00413,0.00455,0.005006,0.005508,0.006052,0.00663,0.00724,0.00789,0.008609,0.009396,0.010228,0.0111,0.012035,0.013068,0.014222,0.015492,0.016888,0.018426,0.020172,0.0221,0.024132,0.026252,0.028531,0.031127,0.034095,0.037376,0.040993,0.045015,0.049567,0.054701,0.060399,0.066692,0.073651,0.081355,0.089876,0.099266,0.109563,0.120786,0.132943,0.146038,0.160067,0.175019,0.19088,0.20701,0.223234,0.239363,0.255191,0.270502,0.286732,0.303936,0.322172,0.341503,0.361993,0.383712,0.406735,0.431139,0.457008,0.484428,0.513494,0.544303,0.576962,0.611579,0.648274,0.68717,0.728401,0.772105,0.818431,0.86345
1993,0.00742,0.000648,0.000408,0.000269,0.000229,0.000211,0.0002,0.00019,0.000177,0.000162,0.000149,0.000147,0.000167,0.000214,0.00028,0.000357,0.000427,0.000478,0.000498,0.000497,0.000491,0.000492,0.000499,0.000516,0.000541,0.000569,0.000596,0.000628,0.000663,0.000702,0.000746,0.000794,0.000847,0.000907,0.000972,0.001047,0.001127,0.001207,0.001285,0.001365,0.001455,0.001561,0.001684,0.001828,0.001992,0.002179,0.002387,0.002613,0.002856,0.003123,0.003419,0.00375,0.00412,0.004532,0.004988,0.005489,0.006035,0.006627,0.007265,0.007955,0.008718,0.009547,0.010413,0.011311,0.012262,0.013321,0.014502,0.015782,0.017163,0.018674,0.020389,0.022309,0.024378,0.026592,0.029014,0.031794,0.034954,0.038402,0.042141,0.046269,0.050949,0.056278,0.062253,0.068927,0.076358,0.084601,0.093708,0.103721,0.114675,0.126597,0.139505,0.153411,0.168319,0.184227,0.201124,0.218295,0.235547,0.252668,0.26943,0.285596,0.302732,0.320896,0.34015,0.360559,0.382192,0.405124,0.429431,0.455197,0.482509,0.51146,0.542147,0.574676,0.609156,0.645706,0.684448,0.725515,0.763914,0.802109,0.842215,0.884325
1994,0.007192,0.000594,0.000383,0.000273,0.00025,0.000209,0.000182,0.000163,0.000148,0.000137,0.000133,0.00014,0.000166,0.000214,0.000276,0.000349,0.000418,0.000468,0.000489,0.000489,0.000485,0.000489,0.000497,0.000515,0.00054,0.000568,0.000597,0.00063,0.000668,0.000711,0.000758,0.000809,0.000866,0.00093,0.000999,0.001077,0.001161,0.001242,0.001317,0.001391,0.001473,0.001572,0.001691,0.001834,0.002,0.002188,0.002394,0.002619,0.002863,0.003128,0.003426,0.003756,0.004113,0.004497,0.004914,0.005372,0.005881,0.006447,0.007077,0.007771,0.00854,0.009371,0.010247,0.011161,0.012132,0.013217,0.014419,0.015694,0.017039,0.01849,0.020135,0.021995,0.024027,0.026238,0.02868,0.03148,0.034651,0.038115,0.041873,0.04602,0.050728,0.056071,0.062006,0.068572,0.075847,0.083924,0.092885,0.102792,0.113684,0.125583,0.138497,0.152428,0.167367,0.183302,0.200212,0.217391,0.234641,0.251747,0.268476,0.284584,0.301659,0.319759,0.338944,0.359281,0.380838,0.403688,0.42791,0.453584,0.480799,0.509647,0.540226,0.57264,0.606998,0.643418,0.682023,0.722944,0.766321,0.8123,0.853402,0.896072
1995,0.006794,0.000561,0.000354,0.00028,0.000228,0.000196,0.000175,0.000161,0.00015,0.000142,0.000138,0.000146,0.000173,0.000222,0.000286,0.000361,0.000431,0.000479,0.000496,0.000491,0.000481,0.000479,0.000483,0.0005,0.000526,0.000555,0.000584,0.000619,0.000659,0.000705,0.000756,0.000812,0.000872,0.000937,0.001007,0.001085,0.001168,0.001253,0.001339,0.001427,0.001527,0.00164,0.001758,0.001883,0.002018,0.00217,0.002345,0.002551,0.002792,0.003068,0.003378,0.003719,0.004087,0.004481,0.004907,0.005375,0.005893,0.006465,0.007098,0.007791,0.008561,0.009393,0.01026,0.011151,0.012092,0.013138,0.014309,0.01558,0.016958,0.018467,0.020185,0.022105,0.024163,0.026352,0.028738,0.031487,0.034625,0.038056,0.041785,0.045914,0.050601,0.055952,0.061978,0.068737,0.076281,0.084656,0.093903,0.10406,0.115161,0.127234,0.1403,0.154375,0.169465,0.18557,0.20268,0.220063,0.237519,0.25483,0.271761,0.288067,0.305351,0.323672,0.343093,0.363678,0.385499,0.408629,0.433146,0.459135,0.486683,0.515884,0.546837,0.579648,0.614427,0.651292,0.69037,0.731792,0.775699,0.8215,0.862575,0.905704
1996,0.006592,0.000533,0.000325,0.000272,0.000217,0.00019,0.000173,0.000161,0.00015,0.00014,0.000134,0.00014,0.000164,0.000211,0.000273,0.000346,0.000414,0.000461,0.000477,0.000472,0.000461,0.000458,0.000462,0.000478,0.000504,0.000532,0.000561,0.000595,0.000632,0.000675,0.000722,0.000774,0.00083,0.000892,0.000958,0.001031,0.00111,0.001194,0.001282,0.001375,0.001481,0.001598,0.001719,0.001842,0.001972,0.002116,0.002286,0.002489,0.002733,0.003014,0.003335,0.003682,0.004044,0.004414,0.004805,0.00523,0.005714,0.006274,0.006924,0.007657,0.008473,0.009343,0.010237,0.011137,0.012073,0.013114,0.01428,0.015539,0.016895,0.018376,0.020061,0.021953,0.023995,0.026185,0.028585,0.031349,0.034503,0.037954,0.041707,0.045861,0.050583,0.055969,0.062015,0.068772,0.076301,0.084664,0.093915,0.1041,0.115255,0.127404,0.140566,0.154751,0.169961,0.186191,0.203427,0.220934,0.238507,0.255925,0.272948,0.289325,0.306684,0.325086,0.344591,0.365266,0.387182,0.410413,0.435038,0.46114,0.488808,0.518137,0.549225,0.582179,0.617109,0.654136,0.693384,0.734987,0.779086,0.825832,0.867766,0.911155
1997,0.006466,0.000489,0.000311,0.000249,0.000197,0.00018,0.00017,0.000163,0.000153,0.000142,0.000133,0.000135,0.000156,0.000201,0.000264,0.000336,0.000402,0.00045,0.000471,0.000472,0.00047,0.000473,0.000478,0.000486,0.000499,0.000512,0.000527,0.00055,0.000581,0.00062,0.000665,0.000714,0.000769,0.000829,0.000894,0.000967,0.001047,0.001133,0.001227,0.001327,0.00144,0.001564,0.00169,0.001817,0.001951,0.002102,0.002275,0.002469,0.002686,0.002929,0.003202,0.00351,0.003857,0.00425,0.004689,0.005173,0.005704,0.006284,0.006915,0.0076,0.00836,0.009185,0.010044,0.010931,0.011868,0.012909,0.014071,0.015334,0.016704,0.018204,0.019918,0.021831,0.023864,0.026001,0.02832,0.030993,0.034071,0.037478,0.041233,0.045423,0.050217,0.055675,0.061748,0.068471,0.075938,0.08426,0.093534,0.103831,0.115197,0.127647,0.141187,0.155809,0.1715,0.188238,0.205994,0.22401,0.242064,0.259912,0.277291,0.293928,0.311564,0.330258,0.350073,0.371078,0.393342,0.416943,0.441959,0.468477,0.496586,0.526381,0.557964,0.591441,0.626928,0.664544,0.704416,0.746681,0.791482,0.834977,0.876726,0.920562
1998,0.00655,0.000494,0.000312,0.000236,0.000187,0.000169,0.000158,0.000149,0.00014,0.00013,0.000123,0.000126,0.000147,0.000191,0.000249,0.000317,0.00038,0.000425,0.000444,0.000445,0.000442,0.000445,0.00045,0.000458,0.000471,0.000485,0.000501,0.000525,0.000559,0.000601,0.000649,0.000702,0.00076,0.000825,0.000895,0.000972,0.001055,0.001143,0.001236,0.001334,0.001445,0.001564,0.001686,0.001806,0.001931,0.002072,0.002235,0.002421,0.002632,0.002871,0.003141,0.003443,0.003781,0.004156,0.004573,0.005038,0.005551,0.00611,0.006714,0.007372,0.008101,0.008903,0.009767,0.010691,0.011691,0.012802,0.014029,0.015344,0.016749,0.01827,0.020012,0.021955,0.02399,0.026095,0.028361,0.030968,0.034002,0.037423,0.041272,0.045613,0.050579,0.056195,0.062405,0.069229,0.076769,0.085155,0.094499,0.104878,0.116337,0.128886,0.142518,0.157218,0.172961,0.189717,0.207449,0.225451,0.243505,0.261375,0.278807,0.295536,0.313268,0.332064,0.351988,0.373107,0.395493,0.419223,0.444376,0.471039,0.499301,0.529259,0.561015,0.594676,0.630356,0.668177,0.708268,0.750764,0.794437,0.834159,0.875867,0.91966
1999,0.006363,0.000467,0.000307,0.000236,0.000191,0.000173,0.000161,0.000151,0.00014,0.000128,0.000118,0.000119,0.00014,0.000185,0.000247,0.000318,0.000384,0.000432,0.000454,0.000457,0.000456,0.000461,0.000465,0.000471,0.00048,0.00049,0.000502,0.000522,0.00055,0.000587,0.000629,0.000677,0.000733,0.000799,0.000873,0.000956,0.001045,0.001139,0.001236,0.001337,0.001449,0.001572,0.001698,0.001828,0.001964,0.002118,0.002292,0.002479,0.002679,0.0029,0.003145,0.003427,0.003754,0.004135,0.004568,0.005053,0.005582,0.006143,0.006732,0.007361,0.008056,0.008832,0.009679,0.010604,0.011616,0.012748,0.013993,0.015323,0.016734,0.018257,0.020007,0.021969,0.024034,0.026182,0.028506,0.031191,0.034318,0.037837,0.041783,0.046232,0.051335,0.057128,0.063554,0.070637,0.078483,0.087223,0.096971,0.107806,0.119772,0.132879,0.147123,0.162486,0.178941,0.196456,0.214991,0.233798,0.252644,0.271273,0.289413,0.306778,0.325185,0.344696,0.365378,0.3873,0.410538,0.435171,0.461281,0.488958,0.518295,0.549393,0.582356,0.617298,0.654336,0.693596,0.735211,0.772138,0.810744,0.851282,0.893846,0.938538
2000,0.006234,0.000447,0.000301,0.000198,0.000188,0.000165,0.00015,0.000139,0.00013,0.000121,0.000116,0.000121,0.000142,0.000184,0.00024,0.000305,0.000365,0.000411,0.000435,0.000444,0.00045,0.000461,0.000469,0.000476,0.000483,0.000491,0.000502,0.000521,0.000548,0.000584,0.000626,0.000673,0.000727,0.000791,0.000863,0.000942,0.001028,0.001123,0.001227,0.00134,0.001465,0.001598,0.001732,0.001862,0.001996,0.002145,0.002314,0.002497,0.002696,0.002914,0.00316,0.00344,0.003757,0.004116,0.004519,0.004971,0.005472,0.006018,0.006611,0.007258,0.007976,0.008769,0.009628,0.010557,0.011565,0.012695,0.01394,0.015255,0.016634,0.018114,0.019809,0.021724,0.023774,0.025954,0.028338,0.031107,0.0343,0.037829,0.041707,0.046037,0.051017,0.05672,0.063095,0.070181,0.078079,0.086908,0.096769,0.107739,0.119863,0.13316,0.147632,0.163271,0.180058,0.197966,0.216959,0.236216,0.255483,0.274485,0.292928,0.310503,0.329134,0.348882,0.369815,0.392003,0.415524,0.440455,0.466882,0.494895,0.524589,0.556064,0.589428,0.624794,0.662282,0.702019,0.743681,0.780865,0.819908,0.860903,0.903948,0.949146
2001,0.006132,0.000458,0.00029,0.000221,0.000181,0.000161,0.000148,0.000139,0.000129,0.000119,0.000112,0.000115,0.000135,0.000176,0.000231,0.000295,0.000355,0.000401,0.000426,0.000435,0.000441,0.000452,0.000464,0.000478,0.000494,0.000512,0.000532,0.000555,0.000581,0.000612,0.000646,0.000687,0.00074,0.000808,0.000888,0.000978,0.001073,0.001173,0.001276,0.001384,0.001502,0.001629,0.001763,0.001903,0.002051,0.002219,0.002402,0.002587,0.002769,0.00296,0.00317,0.003418,0.003718,0.004081,0.004503,0.004979,0.005494,0.006038,0.006604,0.007207,0.007877,0.008626,0.009444,0.010336,0.011313,0.012411,0.013624,0.014921,0.016296,0.017785,0.019491,0.021415,0.02347,0.025645,0.028019,0.030782,0.033971,0.03748,0.041317,0.045597,0.050496,0.05613,0.062508,0.069693,0.077747,0.086724,0.096675,0.107642,0.119661,0.132761,0.14696,0.162269,0.17869,0.196216,0.214827,0.233706,0.252616,0.271294,0.289463,0.306831,0.32524,0.344755,0.36544,0.387367,0.410609,0.435245,0.46136,0.489041,0.518384,0.549487,0.582456,0.617403,0.654448,0.693715,0.735337,0.777064,0.815917,0.856713,0.899548,0.944526
2002,0.006275,0.000421,0.000273,0.000196,0.000168,0.000152,0.000143,0.000136,0.000128,0.00012,0.000114,0.000117,0.000139,0.000182,0.000241,0.000308,0.000371,0.000418,0.000442,0.000449,0.000453,0.000462,0.00047,0.000479,0.000489,0.000501,0.000515,0.000535,0.000561,0.000593,0.000632,0.000676,0.000731,0.000796,0.000872,0.000956,0.001047,0.001149,0.001261,0.001383,0.001516,0.001657,0.001802,0.001948,0.002099,0.002267,0.002449,0.002633,0.002817,0.003009,0.003223,0.00347,0.003754,0.00408,0.00445,0.004867,0.00533,0.00584,0.006396,0.007008,0.007693,0.008453,0.009274,0.010155,0.011112,0.012185,0.013382,0.014674,0.016062,0.017576,0.019314,0.021265,0.023332,0.025498,0.027849,0.030582,0.033749,0.037253,0.04111,0.045426,0.050396,0.056098,0.062487,0.069605,0.077552,0.086443,0.096377,0.107427,0.11964,0.133035,0.147616,0.163376,0.180297,0.198353,0.217509,0.236924,0.256339,0.275469,0.294013,0.311653,0.330352,0.350174,0.371184,0.393455,0.417062,0.442086,0.468611,0.496728,0.526532,0.558124,0.591611,0.627108,0.664734,0.704618,0.746895,0.791709,0.839211,0.883455,0.927628,0.974009
2003,0.006087,0.000412,0.000298,0.000217,0.000172,0.000153,0.000141,0.000131,0.000122,0.000112,0.000105,0.000108,0.000129,0.00017,0.000227,0.000292,0.000352,0.000402,0.000433,0.00045,0.000466,0.000485,0.0005,0.000511,0.000519,0.000528,0.000539,0.000555,0.000575,0.000601,0.000632,0.00067,0.000719,0.000782,0.000858,0.000943,0.001036,0.001137,0.001249,0.00137,0.001501,0.001642,0.001787,0.001937,0.002092,0.002264,0.00245,0.002638,0.002825,0.003019,0.003235,0.003484,0.003765,0.004085,0.004446,0.004849,0.005298,0.005801,0.006363,0.006985,0.007687,0.008455,0.009261,0.010097,0.010987,0.011986,0.013115,0.014354,0.015714,0.017216,0.018941,0.020872,0.022928,0.025095,0.02745,0.030201,0.033374,0.036833,0.040577,0.044734,0.049527,0.055078,0.061373,0.068477,0.076468,0.085425,0.095418,0.106505,0.11873,0.132121,0.146696,0.162465,0.179422,0.197556,0.216842,0.23638,0.255898,0.275103,0.29368,0.3113,0.329978,0.349777,0.370764,0.39301,0.41659,0.441586,0.468081,0.496165,0.525935,0.557492,0.590941,0.626398,0.663981,0.70382,0.746049,0.790812,0.834416,0.876137,0.919944,0.965941
2004,0.006091,0.000461,0.000268,0.000195,0.000166,0.000149,0.000139,0.000131,0.000123,0.000113,0.000107,0.00011,0.000131,0.000175,0.000234,0.000303,0.000366,0.000414,0.000439,0.000446,0.000451,0.00046,0.000469,0.000481,0.000495,0.000511,0.000528,0.000548,0.00057,0.000597,0.000629,0.000667,0.000713,0.000768,0.000831,0.000902,0.000982,0.001076,0.001186,0.001309,0.001443,0.001585,0.001737,0.001897,0.002065,0.002251,0.002448,0.00264,0.002818,0.002996,0.003193,0.003421,0.003681,0.003978,0.004316,0.004694,0.005115,0.005589,0.00612,0.006711,0.00738,0.008115,0.008886,0.009686,0.010538,0.011489,0.012568,0.01378,0.015141,0.01666,0.01841,0.020343,0.022344,0.024381,0.02655,0.029073,0.032023,0.035307,0.038949,0.043047,0.047769,0.05319,0.059279,0.066081,0.073686,0.082199,0.091713,0.102295,0.11399,0.126821,0.140793,0.155906,0.172147,0.189496,0.207924,0.226595,0.245254,0.263624,0.281405,0.298289,0.316186,0.335158,0.355267,0.376583,0.399178,0.423129,0.448517,0.475428,0.503953,0.53419,0.566242,0.600216,0.636229,0.674403,0.714867,0.757759,0.803225,0.848183,0.890592,0.935122
2005,0.006156,0.000416,0.000257,0.000181,0.000155,0.000148,0.000143,0.000138,0.00013,0.000118,0.000107,0.000105,0.000121,0.000159,0.000214,0.000276,0.000334,0.000381,0.000412,0.000431,0.000448,0.000468,0.000484,0.000495,0.000504,0.000513,0.000524,0.000542,0.000568,0.000602,0.000642,0.000687,0.000736,0.000789,0.000848,0.000914,0.00099,0.00108,0.001188,0.001311,0.001445,0.001587,0.001739,0.0019,0.002071,0.002256,0.002452,0.002652,0.002851,0.003056,0.003286,0.003541,0.0038,0.004063,0.004341,0.004648,0.005008,0.005443,0.00597,0.006581,0.007279,0.008034,0.008811,0.009595,0.010417,0.011336,0.012392,0.013582,0.014926,0.016431,0.018165,0.020087,0.022101,0.024181,0.026413,0.029028,0.032067,0.035388,0.038996,0.043018,0.047669,0.053073,0.059222,0.066184,0.074036,0.082854,0.092709,0.103657,0.115742,0.128995,0.143437,0.159077,0.175914,0.193937,0.213123,0.232549,0.251934,0.270973,0.289342,0.306702,0.325104,0.34461,0.365287,0.387204,0.410437,0.435063,0.461167,0.488837,0.518167,0.549257,0.582212,0.617145,0.654174,0.693424,0.735029,0.779131,0.825879,0.875432,0.923453,0.969626
2006,0.006055,0.000433,0.000276,0.000184,0.00016,0.000144,0.000134,0.000125,0.000114,0.000102,0.000093,0.000093,0.00011,0.00015,0.000204,0.000267,0.000326,0.000375,0.000409,0.00043,0.000449,0.000472,0.000491,0.000507,0.000521,0.000535,0.000551,0.000569,0.00059,0.000615,0.000644,0.00068,0.000723,0.000774,0.000835,0.000903,0.000981,0.001072,0.001178,0.001299,0.00143,0.00157,0.001721,0.00188,0.00205,0.002233,0.002428,0.002626,0.002826,0.003032,0.003263,0.003516,0.003772,0.004029,0.0043,0.004598,0.004946,0.005364,0.005868,0.00645,0.007117,0.00784,0.008581,0.009324,0.010103,0.010973,0.01198,0.013131,0.014449,0.015938,0.017653,0.019545,0.02152,0.023548,0.025716,0.028247,0.031187,0.034405,0.037905,0.041808,0.046337,0.051587,0.057503,0.064135,0.071587,0.079984,0.089431,0.100009,0.111773,0.124745,0.138938,0.154348,0.170963,0.188761,0.207711,0.226886,0.245997,0.264731,0.282754,0.299719,0.317702,0.336764,0.35697,0.378389,0.401092,0.425157,0.450667,0.477707,0.506369,0.536751,0.568956,0.603094,0.639279,0.677636,0.718294,0.761392,0.807076,0.851994,0.894594,0.939324
2007,0.006096,0.000434,0.000256,0.000192,0.000148,0.000138,0.000131,0.000125,0.000117,0.000107,0.000099,0.0001,0.000116,0.000152,0.000203,0.00026,0.000314,0.00036,0.000393,0.000416,0.000438,0.000462,0.000483,0.0005,0.000515,0.000531,0.000549,0.000568,0.000589,0.000615,0.000644,0.000679,0.00072,0.000768,0.000825,0.00089,0.000964,0.001048,0.001144,0.001253,0.001371,0.0015,0.001644,0.001805,0.001982,0.002173,0.002374,0.00258,0.002787,0.002999,0.003233,0.003488,0.003745,0.004,0.004265,0.00456,0.0049,0.005292,0.005745,0.00626,0.006848,0.007499,0.008199,0.008941,0.009748,0.01066,0.011696,0.012847,0.014123,0.015541,0.01717,0.018988,0.020919,0.022948,0.025145,0.027709,0.030659,0.033861,0.037311,0.041132,0.045561,0.050698,0.056486,0.062971,0.070259,0.078471,0.087713,0.098064,0.109578,0.122283,0.13619,0.151299,0.167602,0.185078,0.203699,0.22254,0.241316,0.259715,0.277408,0.294053,0.311696,0.330397,0.350221,0.371235,0.393509,0.417119,0.442146,0.468675,0.496796,0.526603,0.558199,0.591691,0.627193,0.664825,0.704714,0.746997,0.789425,0.828896,0.870341,0.913858
2008,0.005952,0.000416,0.000241,0.000188,0.000153,0.000135,0.000122,0.000112,0.000103,0.000095,0.000091,0.000094,0.00011,0.000143,0.000186,0.000236,0.000284,0.000327,0.00036,0.000385,0.00041,0.000437,0.00046,0.00048,0.000497,0.000515,0.000534,0.000555,0.000578,0.000603,0.000633,0.000668,0.000707,0.000751,0.000802,0.00086,0.000928,0.001011,0.001111,0.001226,0.001352,0.001488,0.001639,0.001806,0.001987,0.002183,0.002388,0.002596,0.002805,0.003018,0.003255,0.003511,0.003761,0.004,0.004243,0.004512,0.004831,0.005215,0.00568,0.006221,0.00684,0.007517,0.008235,0.008987,0.009795,0.010708,0.011746,0.01289,0.014147,0.015537,0.017134,0.018926,0.020846,0.022882,0.025102,0.027698,0.030682,0.033911,0.037375,0.041205,0.04567,0.050866,0.056698,0.063206,0.07052,0.078795,0.088163,0.098726,0.110542,0.123637,0.138016,0.153669,0.170576,0.188708,0.208027,0.22756,0.246999,0.266005,0.28422,0.301273,0.31935,0.338511,0.358821,0.38035,0.403171,0.427362,0.453003,0.480184,0.508995,0.539534,0.571906,0.606221,0.642594,0.68115,0.722019,0.763444,0.801616,0.841697,0.883782,0.927971
2009,0.005728,0.000373,0.000241,0.000186,0.00015,0.000133,0.000121,0.000113,0.000105,0.000098,0.000094,0.000098,0.000113,0.000143,0.000183,0.000229,0.000274,0.000315,0.000348,0.000375,0.000402,0.000431,0.000458,0.000482,0.000504,0.000527,0.000551,0.000576,0.000602,0.00063,0.000662,0.000699,0.000739,0.00078,0.000827,0.000879,0.000942,0.001019,0.001113,0.001223,0.001345,0.001477,0.001624,0.001788,0.001968,0.002161,0.002364,0.002578,0.0028,0.003032,0.003289,0.00356,0.00382,0.00406,0.004297,0.004556,0.004862,0.005222,0.005646,0.006136,0.006696,0.007315,0.007976,0.008676,0.009435,0.010298,0.011281,0.01237,0.013572,0.014908,0.01644,0.018162,0.020019,0.022003,0.024172,0.026706,0.029603,0.032718,0.036034,0.039683,0.043899,0.048807,0.054374,0.060661,0.067751,0.075729,0.084672,0.094644,0.105693,0.117853,0.131146,0.145585,0.161175,0.17791,0.195775,0.213851,0.231868,0.249528,0.266517,0.282508,0.299458,0.317426,0.336471,0.35666,0.378059,0.400743,0.424787,0.450275,0.477291,0.505928,0.536284,0.568461,0.602569,0.638723,0.677046,0.717669,0.760729,0.806373,0.851385,0.893954
