Probability of death for males by calendar year and by single year of age (ages 0 to 119).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1997,0.007952,0.000589,0.000398,0.000323,0.000251,0.000225,0.000214,0.000203,0.000184,0.000158,0.000138,0.000146,0.000208,0.000341,0.000523,0.000724,0.000911,0.001072,0.001189,0.001269,0.001349,0.001428,0.00147,0.001467,0.001434,0.001386,0.001348,0.001337,0.001367,0.001429,0.001504,0.00158,0.00166,0.001742,0.00183,0.001928,0.002044,0.002178,0.002333,0.002508,0.002702,0.002911,0.003133,0.003366,0.003614,0.003896,0.004205,0.004518,0.004828,0.005153,0.005516,0.005943,0.006447,0.007041,0.007724,0.008494,0.009341,0.010264,0.011263,0.012349,0.013541,0.014857,0.016311,0.017914,0.019667,0.021611,0.023707,0.025875,0.02809,0.030416,0.033012,0.035917,0.039046,0.042405,0.046072,0.050172,0.054779,0.059892,0.065555,0.071818,0.078728,0.086336,0.094691,0.103833,0.11378,0.124542,0.136127,0.148543,0.161796,0.175894,0.190839,0.206627,0.223248,0.240688,0.258922,0.277203,0.295347,0.313158,0.330429,0.34695,0.364298,0.382513,0.401638,0.42172,0.442806,0.464947,0.488194,0.512604,0.538234,0.565145,0.593403,0.623073,0.654226,0.686938,0.721285,0.757349,0.795216,0.834977,0.876726,0.920562
1998,0.007845,0.00056,0.000391,0.000285,0.000236,0.000217,0.000209,0.000201,0.000184,0.000159,0.00014,0.000146,0.000204,0.000326,0.000494,0.000679,0.000852,0.001004,0.001122,0.00121,0.001299,0.001384,0.001428,0.001422,0.001379,0.001322,0.001276,0.001256,0.001277,0.00133,0.001396,0.001463,0.001539,0.001623,0.001716,0.001822,0.001944,0.002084,0.002245,0.002425,0.002623,0.002837,0.003063,0.003299,0.003548,0.003831,0.004139,0.004449,0.004756,0.005074,0.00543,0.005846,0.006336,0.006912,0.007573,0.00832,0.009141,0.010031,0.010988,0.012027,0.013173,0.014446,0.015854,0.017408,0.019113,0.021,0.023048,0.025211,0.027477,0.02989,0.032594,0.035587,0.038747,0.042059,0.045623,0.049592,0.054086,0.059128,0.064783,0.071077,0.078044,0.085682,0.093993,0.102988,0.112725,0.123274,0.134693,0.147018,0.160265,0.174428,0.189494,0.205439,0.222234,0.239844,0.25823,0.276649,0.294907,0.312797,0.330105,0.34661,0.363941,0.382138,0.401245,0.421307,0.442372,0.464491,0.487716,0.512101,0.537706,0.564592,0.592821,0.622462,0.653585,0.686265,0.720578,0.756607,0.794437,0.834159,0.875867,0.91966
1999,0.007725,0.000556,0.000404,0.000304,0.000238,0.000215,0.000204,0.000193,0.000173,0.000147,0.000126,0.000131,0.000187,0.000307,0.000474,0.000658,0.00083,0.000979,0.001091,0.001171,0.001251,0.00133,0.001372,0.001369,0.001336,0.001289,0.001252,0.001237,0.001258,0.001308,0.001369,0.001433,0.001507,0.00159,0.001684,0.001792,0.001916,0.002056,0.002215,0.002393,0.002586,0.002797,0.003027,0.003278,0.00355,0.003859,0.004189,0.004508,0.004803,0.005098,0.005419,0.005805,0.006283,0.006875,0.00757,0.008359,0.009206,0.010082,0.010971,0.011904,0.012936,0.014108,0.015421,0.016893,0.018531,0.020344,0.022329,0.024481,0.026802,0.029316,0.032155,0.035271,0.038497,0.041792,0.045287,0.049197,0.053676,0.058732,0.064439,0.070832,0.077903,0.085692,0.094284,0.10372,0.11401,0.125152,0.137142,0.14998,0.163669,0.178213,0.193615,0.20987,0.22697,0.244895,0.263623,0.282388,0.300992,0.319229,0.336881,0.353725,0.371411,0.389982,0.409481,0.429955,0.451453,0.474025,0.497727,0.522613,0.548744,0.576181,0.60499,0.635239,0.667001,0.700352,0.735369,0.772138,0.810744,0.851282,0.893846,0.938538
2000,0.007589,0.000543,0.000376,0.000283,0.000218,0.0002,0.000191,0.000183,0.000167,0.000144,0.000127,0.000134,0.000189,0.000304,0.000464,0.000639,0.000803,0.000952,0.001074,0.001171,0.001271,0.001365,0.001418,0.001418,0.001381,0.00133,0.001289,0.001267,0.001275,0.001308,0.00135,0.001397,0.001461,0.001543,0.001643,0.00176,0.001892,0.00204,0.002203,0.002383,0.002579,0.002793,0.00303,0.003294,0.00358,0.003903,0.004243,0.004567,0.004863,0.005153,0.005468,0.005844,0.006297,0.006843,0.007479,0.008195,0.008975,0.009807,0.010685,0.011629,0.012682,0.013861,0.015147,0.016546,0.018079,0.019773,0.02165,0.023713,0.025976,0.028453,0.03125,0.034311,0.03749,0.040746,0.0442,0.048095,0.052543,0.057476,0.062939,0.069014,0.075762,0.083293,0.09172,0.101117,0.111478,0.122763,0.134943,0.148003,0.161949,0.176799,0.192574,0.209288,0.226949,0.24555,0.265079,0.284595,0.303868,0.322651,0.340689,0.357723,0.375609,0.39439,0.414109,0.434815,0.456555,0.479383,0.503352,0.52852,0.554946,0.582693,0.611828,0.642419,0.67454,0.708267,0.743681,0.780865,0.819908,0.860903,0.903948,0.949146
2001,0.007505,0.000546,0.000373,0.000284,0.000243,0.000208,0.000187,0.00017,0.000149,0.000125,0.000109,0.000119,0.000177,0.000293,0.000452,0.000627,0.000793,0.000946,0.001075,0.001182,0.001292,0.001395,0.001457,0.001467,0.001439,0.001398,0.001367,0.001347,0.001349,0.00137,0.001397,0.00143,0.001489,0.001579,0.001696,0.001833,0.001981,0.002132,0.00228,0.002433,0.002595,0.00278,0.003003,0.003272,0.003577,0.003921,0.004278,0.00461,0.004901,0.005175,0.005472,0.005831,0.006266,0.006797,0.007417,0.00812,0.008881,0.009685,0.010524,0.01142,0.012415,0.013538,0.014788,0.016178,0.017717,0.019431,0.021312,0.023337,0.025505,0.027849,0.030487,0.033407,0.036494,0.039731,0.043214,0.047155,0.05162,0.056516,0.061864,0.067769,0.074337,0.081707,0.089979,0.099237,0.109475,0.120655,0.132745,0.145732,0.159624,0.174447,0.190224,0.206975,0.224711,0.24343,0.26312,0.282778,0.302157,0.320998,0.33903,0.355982,0.373781,0.39247,0.412093,0.432698,0.454333,0.47705,0.500902,0.525947,0.552245,0.579857,0.60885,0.639292,0.671257,0.70482,0.740061,0.777064,0.815917,0.856713,0.899548,0.944526
2002,0.007644,0.000528,0.000357,0.000268,0.000232,0.000203,0.000186,0.000171,0.000152,0.000128,0.000112,0.000121,0.000177,0.000293,0.000452,0.000627,0.000793,0.000946,0.001075,0.001183,0.001292,0.001396,0.001459,0.001469,0.001442,0.001402,0.00137,0.001351,0.001354,0.001378,0.001408,0.001444,0.001498,0.001574,0.001671,0.001784,0.001912,0.002058,0.002221,0.002402,0.002602,0.00282,0.003058,0.003316,0.003595,0.0039,0.004226,0.00456,0.004897,0.005246,0.005634,0.006064,0.006518,0.006995,0.007509,0.008079,0.008727,0.009465,0.010305,0.01125,0.012312,0.013477,0.014725,0.016049,0.017477,0.019066,0.02084,0.02278,0.024897,0.027215,0.02983,0.03272,0.035792,0.039027,0.042517,0.046499,0.051003,0.055872,0.061104,0.066844,0.073269,0.080572,0.088858,0.098235,0.108694,0.120186,0.132672,0.146137,0.160593,0.176075,0.192615,0.210241,0.228968,0.248799,0.269718,0.290557,0.311026,0.330817,0.349613,0.367094,0.385448,0.404721,0.424957,0.446205,0.468515,0.491941,0.516538,0.542365,0.569483,0.597957,0.627855,0.659248,0.69221,0.726821,0.763162,0.80132,0.841386,0.883455,0.927628,0.974009
2003,0.007613,0.000519,0.000367,0.000286,0.000215,0.000192,0.00018,0.000168,0.000151,0.000129,0.000114,0.000122,0.000177,0.000288,0.000442,0.000609,0.000769,0.000921,0.001056,0.001173,0.001295,0.001408,0.001477,0.001489,0.001459,0.001414,0.001379,0.001357,0.001357,0.001379,0.001408,0.001441,0.001492,0.001562,0.00165,0.001756,0.001877,0.002018,0.00218,0.002363,0.002565,0.002786,0.00303,0.003299,0.00359,0.003908,0.004245,0.00459,0.004937,0.005295,0.005691,0.006125,0.006574,0.007036,0.007527,0.00807,0.008688,0.009395,0.010204,0.011117,0.012141,0.013264,0.01447,0.015757,0.017147,0.018705,0.020439,0.022305,0.024302,0.026472,0.028911,0.031642,0.034619,0.037851,0.041395,0.045444,0.049973,0.054805,0.059912,0.065457,0.071687,0.078793,0.086813,0.095842,0.105909,0.117017,0.12917,0.142383,0.15668,0.172092,0.188644,0.206354,0.225225,0.24525,0.266402,0.287448,0.308072,0.327943,0.346717,0.364053,0.382256,0.401368,0.421437,0.442509,0.464634,0.487866,0.512259,0.537872,0.564766,0.593004,0.622654,0.653787,0.686476,0.7208,0.75684,0.794682,0.834416,0.876137,0.919944,0.965941
2004,0.007474,0.000513,0.000328,0.000247,0.000205,0.00019,0.000183,0.000174,0.000154,0.000128,0.000105,0.000107,0.000157,0.000268,0.000424,0.000595,0.000758,0.00091,0.00104,0.001152,0.001264,0.00137,0.001441,0.001465,0.001455,0.001434,0.001417,0.001401,0.001391,0.001389,0.00139,0.001399,0.001431,0.001492,0.001581,0.001688,0.001808,0.001944,0.002093,0.00226,0.002444,0.002652,0.002885,0.003148,0.003438,0.003751,0.004084,0.004439,0.004814,0.00521,0.005651,0.006119,0.006572,0.006995,0.007417,0.007876,0.008415,0.009057,0.009826,0.010714,0.011713,0.012797,0.01395,0.015162,0.016461,0.017922,0.019555,0.021312,0.023192,0.025238,0.027542,0.030132,0.032975,0.036081,0.039504,0.043415,0.04779,0.052464,0.057413,0.062789,0.068837,0.075724,0.083466,0.092145,0.101803,0.112468,0.124164,0.136916,0.150754,0.165704,0.181789,0.199019,0.217396,0.236906,0.257525,0.278031,0.29811,0.317432,0.335655,0.352438,0.370059,0.388562,0.407991,0.42839,0.44981,0.4723,0.495915,0.520711,0.546746,0.574084,0.602788,0.632927,0.664574,0.697802,0.732692,0.769327,0.807793,0.848183,0.890592,0.935122
2005,0.007566,0.000522,0.000358,0.000255,0.000204,0.000185,0.000175,0.000163,0.000144,0.000119,0.000099,0.000103,0.000155,0.000267,0.000422,0.000592,0.000755,0.000911,0.001052,0.001177,0.001305,0.001426,0.001504,0.001528,0.001511,0.00148,0.001455,0.001436,0.001431,0.00144,0.001455,0.001474,0.001504,0.001548,0.001608,0.00168,0.001771,0.001893,0.002052,0.002244,0.002461,0.002695,0.002942,0.003199,0.00347,0.003757,0.004071,0.004422,0.004814,0.005242,0.005719,0.006215,0.006685,0.007107,0.007514,0.00795,0.008467,0.009091,0.009849,0.010729,0.011729,0.012806,0.013917,0.015041,0.016223,0.017542,0.019054,0.020761,0.02269,0.024852,0.027306,0.030014,0.032892,0.03592,0.039185,0.042921,0.047157,0.051737,0.056658,0.062061,0.068216,0.075229,0.08302,0.091635,0.101193,0.111834,0.123673,0.136793,0.151241,0.167026,0.18414,0.202559,0.222243,0.243145,0.265202,0.2871,0.308469,0.328916,0.34804,0.365442,0.383714,0.4029,0.423045,0.444197,0.466407,0.489727,0.514213,0.539924,0.56692,0.595266,0.62503,0.656281,0.689095,0.72355,0.759727,0.797714,0.837599,0.879479,0.923453,0.969626
2006,0.007349,0.000465,0.000321,0.000244,0.000194,0.000181,0.000175,0.000164,0.000143,0.000113,0.000087,0.000086,0.000134,0.000244,0.000401,0.000572,0.000736,0.000897,0.001048,0.001185,0.001328,0.001461,0.001549,0.001578,0.001564,0.001535,0.001511,0.001492,0.001484,0.001489,0.001498,0.00151,0.001535,0.001574,0.00163,0.001699,0.001786,0.0019,0.002045,0.002218,0.002416,0.002633,0.002867,0.003116,0.003383,0.003666,0.003977,0.004328,0.004726,0.005161,0.005644,0.006144,0.006616,0.007039,0.007444,0.00788,0.008391,0.008986,0.009687,0.01049,0.011395,0.01238,0.013431,0.01454,0.015735,0.017082,0.018597,0.020246,0.022034,0.023997,0.026225,0.028726,0.031443,0.034377,0.037595,0.041266,0.045411,0.049921,0.054797,0.060154,0.066266,0.073175,0.080723,0.088916,0.097922,0.10795,0.119182,0.131736,0.145669,0.160978,0.177636,0.195594,0.214792,0.235164,0.256634,0.277945,0.29873,0.318601,0.337163,0.354021,0.371722,0.390308,0.409824,0.430315,0.451831,0.474422,0.498143,0.523051,0.549203,0.576663,0.605497,0.635771,0.66756,0.700938,0.735985,0.772784,0.811423,0.851994,0.894594,0.939324
2007,0.007379,0.000494,0.000317,0.000241,0.0002,0.000181,0.000169,0.000156,0.000136,0.000111,0.000091,0.000095,0.000142,0.000244,0.000388,0.000543,0.000694,0.000847,0.000996,0.001137,0.001285,0.001422,0.001513,0.001542,0.001526,0.001494,0.001469,0.001451,0.001447,0.001457,0.001471,0.001488,0.001515,0.001554,0.001607,0.001673,0.001755,0.001862,0.001996,0.002157,0.00234,0.002543,0.002766,0.003008,0.003271,0.003554,0.003864,0.004211,0.004598,0.005021,0.005483,0.005967,0.006447,0.006913,0.007381,0.007893,0.008463,0.009067,0.009709,0.010405,0.011181,0.012052,0.013021,0.014096,0.015291,0.01664,0.018141,0.019766,0.021513,0.02342,0.025593,0.028034,0.030658,0.033459,0.036515,0.04001,0.043987,0.048359,0.053141,0.058435,0.064457,0.071259,0.078741,0.086923,0.095935,0.105937,0.117063,0.129407,0.143015,0.157889,0.174013,0.191354,0.209867,0.229502,0.250198,0.27075,0.290815,0.31003,0.328022,0.344423,0.361645,0.379727,0.398713,0.418649,0.439581,0.46156,0.484638,0.50887,0.534314,0.56103,0.589081,0.618535,0.649462,0.681935,0.716032,0.751833,0.789425,0.828896,0.870341,0.913858
2008,0.007185,0.000505,0.000318,0.000248,0.000189,0.000168,0.000155,0.000141,0.000122,0.000099,0.000082,0.000087,0.000131,0.000225,0.000357,0.000499,0.000638,0.000782,0.000927,0.001067,0.001213,0.00135,0.001443,0.001477,0.001467,0.001443,0.001425,0.001414,0.001417,0.001433,0.001454,0.001476,0.001504,0.001539,0.001584,0.001642,0.001716,0.001812,0.001931,0.002075,0.00224,0.002427,0.002643,0.002892,0.003171,0.003475,0.003804,0.004162,0.004551,0.004969,0.005422,0.0059,0.006385,0.006868,0.007362,0.007903,0.008495,0.009115,0.009762,0.010454,0.011222,0.012085,0.013041,0.014101,0.015278,0.016609,0.018089,0.019687,0.0214,0.023269,0.025398,0.027799,0.030402,0.033208,0.036287,0.039823,0.043836,0.048208,0.052938,0.05815,0.064099,0.070865,0.07835,0.086585,0.0957,0.105847,0.117158,0.129723,0.14359,0.158767,0.175242,0.192986,0.211957,0.232107,0.253376,0.274483,0.295064,0.314731,0.333088,0.349743,0.36723,0.385591,0.404871,0.425114,0.44637,0.468689,0.492123,0.516729,0.542566,0.569694,0.598179,0.628087,0.659492,0.692466,0.72709,0.763444,0.801616,0.841697,0.883782,0.927971
2009,0.00699,0.000447,0.000301,0.000233,0.000177,0.000161,0.00015,0.000139,0.000123,0.000105,0.000091,0.000096,0.000135,0.000217,0.000332,0.000456,0.000579,0.000709,0.000843,0.000977,0.001118,0.00125,0.001342,0.001382,0.001382,0.00137,0.001364,0.001362,0.001373,0.001394,0.001419,0.001445,0.001478,0.001519,0.001569,0.001631,0.001709,0.001807,0.001927,0.002069,0.002234,0.00242,0.002628,0.00286,0.003117,0.003395,0.003703,0.004051,0.004444,0.004878,0.005347,0.005837,0.006337,0.006837,0.007347,0.007905,0.008508,0.009116,0.009723,0.010354,0.011046,0.011835,0.012728,0.013743,0.014885,0.016181,0.017612,0.019138,0.020751,0.022497,0.024488,0.026747,0.029211,0.031885,0.034832,0.038217,0.042059,0.046261,0.050826,0.055864,0.06162,0.068153,0.075349,0.08323,0.091933,0.101625,0.112448,0.124502,0.137837,0.152458,0.168352,0.185486,0.203817,0.223298,0.243867,0.264278,0.28417,0.303166,0.320878,0.336922,0.353768,0.371456,0.390029,0.409531,0.430007,0.451508,0.474083,0.497787,0.522677,0.54881,0.576251,0.605063,0.635317,0.667082,0.700437,0.735458,0.772231,0.810843,0.851385,0.893954
2010,0.00668,0.000436,0.000304,0.000232,0.000172,0.000154,0.000143,0.000131,0.000115,0.000096,0.000082,0.000087,0.000125,0.000205,0.000319,0.000441,0.000562,0.000689,0.00082,0.000949,0.001085,0.001213,0.001304,0.001346,0.00135,0.001343,0.00134,0.001343,0.001357,0.00138,0.001408,0.001435,0.001466,0.001499,0.001539,0.001592,0.00166,0.001741,0.001838,0.001953,0.002084,0.002241,0.002439,0.002685,0.002975,0.003297,0.003639,0.003998,0.004366,0.004749,0.005155,0.005596,0.006077,0.006605,0.007174,0.007805,0.008464,0.009096,0.009676,0.010245,0.010864,0.01159,0.012442,0.01345,0.014607,0.015926,0.01737,0.018895,0.020485,0.022192,0.02414,0.026365,0.028808,0.031481,0.034442,0.037856,0.041725,0.045932,0.050469,0.055465,0.061179,0.067697,0.074923,0.08289,0.091725,0.101575,0.112568,0.124795,0.138305,0.153107,0.169195,0.186543,0.205115,0.224867,0.245744,0.266453,0.286625,0.305868,0.323782,0.339971,0.35697,0.374818,0.393559,0.413237,0.433899,0.455594,0.478374,0.502292,0.527407,0.553777,0.581466,0.610539,0.641066,0.67312,0.706776,0.742114,0.77922,0.818181,0.85909,0.902045
2011,0.006569,0.000444,0.000291,0.000226,0.000173,0.000157,0.000147,0.000136,0.000121,0.000104,0.000092,0.000097,0.000134,0.00021,0.000317,0.000432,0.000547,0.000672,0.000805,0.00094,0.001084,0.001219,0.001314,0.001358,0.001362,0.001353,0.001351,0.001354,0.001371,0.0014,0.001432,0.001464,0.001497,0.00153,0.001568,0.001617,0.001681,0.001759,0.001852,0.001963,0.002092,0.002245,0.002436,0.002669,0.002941,0.003243,0.00357,0.003925,0.004307,0.004718,0.005155,0.005621,0.006121,0.006655,0.007221,0.007843,0.008493,0.009115,0.00969,0.010254,0.010874,0.011593,0.012405,0.013327,0.014371,0.015553,0.016879,0.018348,0.019969,0.021766,0.023839,0.026162,0.028625,0.031204,0.033997,0.0372,0.040898,0.04504,0.049664,0.054844,0.0608,0.067509,0.074779,0.082589,0.091135,0.10068,0.111444,0.123572,0.137126,0.152092,0.168426,0.186063,0.204925,0.224931,0.245995,0.266884,0.287217,0.306592,0.324598,0.340828,0.357869,0.375763,0.394551,0.414278,0.434992,0.456742,0.479579,0.503558,0.528736,0.555173,0.582931,0.612078,0.642682,0.674816,0.708557,0.743985,0.781184,0.820243,0.861255,0.904318
2012,0.006503,0.000445,0.0003,0.000217,0.000191,0.000163,0.000142,0.000125,0.000108,0.000092,0.000083,0.000092,0.000129,0.000203,0.000304,0.000415,0.000526,0.000646,0.000775,0.000907,0.001046,0.001177,0.001274,0.001326,0.001344,0.001351,0.001362,0.001375,0.001394,0.00142,0.001447,0.001475,0.001506,0.001541,0.001582,0.001634,0.001699,0.001775,0.001862,0.001965,0.002087,0.002233,0.002409,0.002621,0.002867,0.003141,0.003443,0.003787,0.004177,0.004608,0.005072,0.005563,0.006083,0.006629,0.007201,0.007821,0.008475,0.009122,0.009749,0.01038,0.011072,0.011848,0.012684,0.013589,0.014582,0.015706,0.016971,0.018358,0.019876,0.021555,0.023491,0.025683,0.028054,0.030598,0.033393,0.036622,0.040327,0.044419,0.048909,0.053904,0.059632,0.066143,0.073325,0.081195,0.089893,0.099595,0.110448,0.122554,0.135964,0.150682,0.16669,0.183953,0.202425,0.222054,0.242776,0.263329,0.28334,0.302417,0.320159,0.336166,0.352975,0.370624,0.389155,0.408612,0.429043,0.450495,0.47302,0.496671,0.521504,0.54758,0.574959,0.603707,0.633892,0.665587,0.698866,0.733809,0.7705,0.809025,0.849476,0.89195
2013,0.006519,0.000462,0.000291,0.000209,0.000176,0.000159,0.000146,0.000133,0.000118,0.000102,0.000091,0.000096,0.000128,0.000195,0.000289,0.00039,0.000492,0.000608,0.000736,0.000869,0.001012,0.001146,0.001247,0.001302,0.001323,0.001332,0.001346,0.001365,0.001393,0.001429,0.001469,0.001507,0.001543,0.001575,0.001608,0.00165,0.001707,0.001777,0.001864,0.00197,0.002095,0.002243,0.002421,0.002633,0.002877,0.00315,0.003452,0.003792,0.004172,0.004591,0.005043,0.005526,0.006042,0.006593,0.007176,0.007805,0.008468,0.009137,0.009801,0.010479,0.011227,0.012048,0.012897,0.013768,0.014695,0.015739,0.016935,0.01828,0.019795,0.0215,0.023471,0.025685,0.028066,0.0306,0.033371,0.036584,0.04028,0.044348,0.048795,0.05374,0.059407,0.065878,0.073088,0.081078,0.089957,0.099854,0.110879,0.12311,0.136592,0.151336,0.167338,0.184579,0.203026,0.222641,0.243372,0.263935,0.28396,0.303055,0.320821,0.336862,0.353705,0.37139,0.38996,0.409458,0.429931,0.451427,0.473999,0.497699,0.522584,0.548713,0.576149,0.604956,0.635204,0.666964,0.700312,0.735328,0.772094,0.810699,0.851234,0.893796
2014,0.006322,0.000396,0.000282,0.000212,0.000186,0.000162,0.000144,0.000129,0.000114,0.0001,0.000093,0.000101,0.000136,0.000205,0.000299,0.000401,0.000505,0.000621,0.000748,0.00088,0.00102,0.001152,0.001253,0.001311,0.001337,0.001352,0.001372,0.001394,0.001425,0.001462,0.001501,0.001539,0.001579,0.00162,0.001664,0.00172,0.001786,0.001858,0.001935,0.002023,0.002127,0.002256,0.002417,0.002616,0.002851,0.003115,0.003409,0.003743,0.004121,0.004541,0.004994,0.005481,0.006005,0.006568,0.007168,0.00781,0.008485,0.009176,0.009876,0.010594,0.011391,0.01225,0.013098,0.013916,0.014756,0.015693,0.016794,0.018079,0.019583,0.021312,0.023313,0.02554,0.027915,0.030415,0.03313,0.03627,0.03989,0.043881,0.048258,0.053129,0.058719,0.06509,0.072149,0.079925,0.088545,0.098167,0.108925,0.120912,0.134178,0.148731,0.16456,0.181637,0.199924,0.219374,0.239931,0.260318,0.280161,0.299068,0.316635,0.332467,0.349091,0.366545,0.384872,0.404116,0.424322,0.445538,0.467815,0.491206,0.515766,0.541554,0.568632,0.597063,0.626917,0.658262,0.691175,0.725734,0.762021,0.800122,0.840128,0.882135
2015,0.006383,0.000453,0.000282,0.00023,0.000169,0.000155,0.000145,0.000135,0.00012,0.000105,0.000094,0.000099,0.000134,0.000207,0.000309,0.000419,0.00053,0.000655,0.000791,0.000934,0.001085,0.001228,0.001339,0.001403,0.001433,0.001451,0.001475,0.001502,0.001538,0.001581,0.001626,0.001669,0.001712,0.001755,0.0018,0.001855,0.00192,0.001988,0.00206,0.002141,0.00224,0.002362,0.002509,0.002684,0.00289,0.003121,0.003386,0.003707,0.004091,0.004531,0.005013,0.005524,0.006059,0.006611,0.007187,0.0078,0.008456,0.009144,0.009865,0.010622,0.011458,0.01235,0.013235,0.014097,0.014979,0.015967,0.017109,0.018392,0.019836,0.021465,0.023351,0.025482,0.027794,0.030282,0.033022,0.036201,0.039858,0.043891,0.048311,0.053228,0.058897,0.065365,0.072491,0.080288,0.088916,0.098576,0.109438,0.121619,0.135176,0.150109,0.166397,0.183997,0.202855,0.222911,0.244094,0.265091,0.285508,0.304926,0.322919,0.339065,0.356018,0.373819,0.39251,0.412135,0.432742,0.454379,0.477098,0.500953,0.526,0.5523,0.579915,0.608911,0.639357,0.671325,0.704891,0.740135,0.777142,0.815999,0.856799,0.899639
