,year,male,male_d1,female,female_d1
1972-12-31,1972,66.92734504923429,0.02241343273371399,74.72442237975567,0.1597915788443629
1973-12-31,1973,67.15098521856015,0.2236401693258614,74.97262426433396,0.24820188457829317
1974-12-31,1974,67.7765771871519,0.625591968591749,75.5289724933937,0.5563482290597364
1975-12-31,1975,68.24867459946218,0.47209741231027635,76.05931336142784,0.5303408680341448
1976-12-31,1976,68.58959570979603,0.3409211103338521,76.2731706093307,0.2138572479028653
1977-12-31,1977,68.90984085494519,0.32024514514915836,76.66860626263222,0.39543565330151864
1978-12-31,1978,69.0809301104593,0.17108925551411858,76.75126199129035,0.08265572865812487
1979-12-31,1979,69.46646941178196,0.3855393013226518,77.2097771933474,0.45851520205705754
1980-12-31,1980,69.44672537197795,-0.019744039804010072,77.0200012621993,-0.18977593114810531
1981-12-31,1981,69.87178950261463,0.42506413063668447,77.35018498696024,0.3301837247609427
1982-12-31,1982,70.33455502171749,0.46276551910285946,77.70414010232189,0.3539551153616429
1983-12-31,1983,70.42870031874378,0.09414529702628727,77.62562587964538,-0.07851422267650321
1984-12-31,1984,70.58719493213341,0.15849461338963522,77.70525552294927,0.079629643303889
1985-12-31,1985,70.56156658716931,-0.0256283449641046,77.72529172849305,0.020036205543775054
1986-12-31,1986,70.62406772004802,0.06250113287870818,77.79904212527572,0.07375039678267115
1987-12-31,1987,70.73549112247211,0.11142340242409432,77.74181847735416,-0.05722364792156043
1988-12-31,1988,70.80207208372184,0.06658096124972701,77.86969815367885,0.12787967632469588
1989-12-31,1989,71.09542240100737,0.2933503172855296,78.13750689217193,0.2678087384930734
1990-12-31,1990,71.33395020694685,0.23852780593948353,78.40885014781955,0.2713432556476221
1991-12-31,1991,71.52047799756429,0.18652779061743274,78.54248496141538,0.13363481359583318
1992-12-31,1992,71.7869427891943,0.266464791630014,78.72247955826415,0.17999459684877195
1993-12-31,1993,71.61531238393005,-0.17163040526425277,78.45658166403697,-0.26589789422718013
1994-12-31,1994,71.81735452332413,0.20204213939408078,78.56804109240773,0.1114594283707504
1995-12-31,1995,72.00071313418914,0.18335861086501382,78.5821727410001,0.014131648592368151
1996-12-31,1996,72.47404024291824,0.47332710872909445,78.7066202179439,0.12444747694379998
1997-12-31,1997,72.93901975478484,0.464979511866602,78.85405433401327,0.14743411606937684
1998-12-31,1998,73.21242410888128,0.27340435409644215,78.90761991322996,0.053565579216694914
1999-12-31,1999,73.3276517456841,0.115227636802814,78.82585787528359,-0.08176203794637615
2000-12-31,2000,73.5269241724658,0.19927242678170387,78.88717756695522,0.06131969167162765
2001-12-31,2001,73.64201436313604,0.1150901906702444,78.95156386805617,0.06438630110095289
2002-12-31,2002,73.7163170316252,0.07430266848915323,78.99960455361463,0.04804068555846186
2003-12-31,2003,73.8950902478317,0.17877321620650832,79.11458096813267,0.11497641451803986
2004-12-31,2004,74.3294715904839,0.43438134265220185,79.47494806533707,0.36036709720440285
2005-12-31,2005,74.31956677041156,-0.009904820072350162,79.47376195755292,-0.001186107784150181
2006-12-31,2006,74.61602129596415,0.29645452555259055,79.73533059530581,0.2615686377528874
2007-12-31,2007,74.89296875589842,0.27694745993427716,79.95984468183566,0.22451408652985094
2008-12-31,2008,75.02072016791435,0.12775141201592533,79.98049407031138,0.020649388475717956
2009-12-31,2009,75.39829248698811,0.37757231907376365,80.31253322458186,0.3320391542704755
2010-12-31,2010,75.60652291160707,0.2082304246189608,80.44468841326172,0.1321551886798602
2011-12-31,2011,75.686060194834,0.07953728322692655,80.44919218066555,0.004503767403832626
2012-12-31,2012,75.78823176608027,0.10217157124627363,80.54451948887889,0.09532730821334212
2013-12-31,2013,75.78641813783142,-0.0018136282488541156,80.55368473427319,0.009165245394299859
2014-12-31,2014,75.8327210626302,0.04630292479878051,80.61334267427698,0.05965794000378821
2015-12-31,2015,75.64893256579538,-0.183788496834822,80.47205291930985,-0.1412897549671328
